millis,unixtime,datetime,RTC_DS1307,Feeder A,Liters Drank
701, 1507487008, 2017/10/8 18:23:28,A
millis,Sensor
7575954, 2
7575968, -2
7575972, 2
7575973, -2
7575975, 2
7575981, -2
7576006, 2
7576090, -2
7576164, 2
7576721, -2
7587170, 4
7587224, -4
7587336, 4
7587385, -4
7601804, 3
7601821, -3
7601964, 3
7602044, -3
7611975, 3
7611982, -3
7622976, 2
7623068, -2
7623079, 2
7623081, -2
7623083, 2
7623088, -2
7636398, 3
7636435, -3
7650727, 5
7650732, -5
7650733, 5
7650820, -5
7650923, 5
7650959, -5
7650982, 5
7650989, -5
7660827, 5
7660831, -5
7660847, 5
7660899, -5
7660991, 5
7661036, -5
7661051, 5
7661054, -5
7675757, 5
7675808, -5
7675844, 5
7675847, -5
7684786, 5
7684835, -5
7684958, 5
7684999, -5
7688924, 3
7688974, -3
7696123, 3
7696171, -3
7696294, 3
7696343, -3
7715191, 5
7715263, -5
7715350, 5
7715357, -5
7715371, 5
7715401, -5
7715512, 5
7715550, -5
7715593, 5
7715599, -5
7720681, 4
7720715, -4
7726528, 5
7726590, -5
7726680, 5
7726685, -5
7726713, 5
7726758, -5
7726850, 5
7726894, -5
7745757, 5
7745820, -5
7745913, 5
7745960, -5
7758331, 3
7758376, -3
7758460, 3
7758474, -3
7758627, 3
7758662, -3
7813448, 5
7813451, -5
7813457, 5
7813489, -5
7813597, 5
7813644, -5
7821165, 5
7821198, -5
7821287, 5
7821335, -5
7821352, 5
7821358, -5
7821449, 5
7821484, -5
7844032, 2
7844052, -2
7844091, 2
7844205, -2
7844232, 2
7844233, -2
7844235, 2
7844265, -2
7844271, 2
7850227, -2
7856409, 5
7856414, -5
7856468, 5
7856472, -5
7879097, 5
7879118, -5
7884294, 6
7884389, -6
7884479, 6
7884487, -6
7884507, 6
7884567, -6
7884570, 6
7884578, -6
7885379, 2
7885381, -2
7885419, 2
7885475, -2
7885586, 2
7885614, -2
7885619, 2
7885622, -2
7885624, 2
7885628, -2
7885630, 2
7886228, -2
7890448, 5
7890465, -5
7890557, 5
7890564, -5
7890579, 5
7890609, -5
7890653, 5
7890662, -5
7903020, 5
7903030, -5
7903035, 5
7903090, -5
7903210, 5
7903258, -5
7903341, 5
7903393, -5
7920693, 4
7920749, -4
7928808, 5
7928869, -5
7928962, 5
7928968, -5
7928981, 5
7929020, -5
7933452, 5
7933496, -5
7933502, 5
7933513, -5
7933614, 5
7933648, -5
7933777, 5
7933813, -5
7933827, 5
7933835, -5
7934012, 5
7934022, -5
7953634, 5
7953683, -5
7953778, 5
7953838, -5
7956707, 6
7956745, -6
7956798, 6
7956802, -6
7956820, 6
7956825, -6
7961046, 2
7961056, -2
7961064, 2
7961114, -2
7961124, 2
7961267, -2
7961269, 2
7961380, -2
7961397, 2
7961407, -2
7961853, 2
7962681, -2
7969157, 5
7969182, -5
7969196, 5
7969233, -5
7969323, 5
7969356, -5
7980179, 2
7980220, -2
7980242, 2
7980325, -2
7980349, 2
7980355, -2
7980424, 2
7980441, -2
7980462, 2
7980471, -2
7981453, 4
7981516, -4
7981581, 4
7981638, -4
7988983, 5
7989035, -5
7989163, 5
7989194, -5
7996545, 2
7996557, -2
7996582, 2
7996621, -2
7996631, 2
7996727, -2
7996922, 2
7997344, -2
7999036, 6
7999051, -6
8001215, 5
8001227, -5
8001360, 5
8001394, -5
8001531, 5
8001570, -5
8011582, 2
8011590, -2
8011664, 2
8011682, -2
8011691, 2
8011748, -2
8011750, 2
8011872, -2
8016963, 5
8016987, -5
8017110, 5
8017145, -5
8017165, 5
8017170, -5
8018202, 2
8018214, -2
8018281, 2
8018294, -2
8018336, 2
8018343, -2
8018397, 2
8018408, -2
8018412, 2
8018426, -2
8018541, 2
8018549, -2
8023778, 3
8023806, -3
8023825, 3
8023859, -3
8023898, 3
8023901, -3
8023907, 3
8023918, -3
8025923, 5
8025992, -5
8026093, 5
8026114, -5
8026120, 5
8026162, -5
8026254, 5
8026281, -5
8026304, 5
8026311, -5
8026423, 5
8026428, -5
8026439, 5
8026465, -5
8034666, 2
8034676, -2
8034754, 2
8034768, -2
8035017, 2
8035067, -2
8035072, 2
8035086, -2
8036378, 2
8036502, -2
8036536, 2
8036540, -2
8036544, 2
8036559, -2
8036576, 2
8036603, -2
8036614, 2
8036647, -2
8036648, 2
8036663, -2
8036688, 2
8036691, -2
8036692, 2
8036786, -2
8036787, 2
8036801, -2
8036838, 2
8036875, -2
8036905, 2
8036930, -2
8036931, 2
8036933, -2
8036934, 2
8037140, -2
8047694, 5
8047710, -5
8047717, 5
8047769, -5
8047779, 5
8047795, -5
8053380, 2
8053412, -2
8053420, 2
8053505, -2
8053527, 2
8053563, -2
8053572, 2
8053577, -2
8053606, 2
8053673, -2
8053683, 2
8053716, -2
8067724, 5
8067794, -5
8067912, 5
8067918, -5
8067939, 5
8068023, -5
8068096, 5
8068133, -5
8069655, 2
8069669, -2
8069676, 2
8069784, -2
8069814, 2
8069822, -2
8069886, 2
8069892, -2
8069899, 2
8069922, -2
8069974, 2
8069980, -2
8070067, 2
8070082, -2
8070227, 2
8070240, -2
8070293, 2
8070294, -2
8070341, 2
8070374, -2
8072836, 2
8072875, -2
8072896, 2
8072897, -2
8072898, 2
8072899, -2
8072908, 2
8073001, -2
8073009, 2
8073015, -2
8073021, 2
8073030, -2
8073057, 2
8073121, -2
8073174, 2
8073758, -2
8074169, 3
8074236, -3
8074254, 3
8074286, -3
8081366, 2
8081416, -2
8081426, 2
8081481, -2
8081482, 2
8081485, -2
8081517, 2
8081629, -2
8081633, 2
8081634, -2
8081640, 2
8081644, -2
8081672, 2
8081736, -2
8081774, 2
8081780, -2
8084139, 2
8084149, -2
8084229, 2
8084239, -2
8084363, 2
8084377, -2
8084500, 2
8084510, -2
8084521, 2
8084534, -2
8086854, 5
8086860, -5
8087021, 5
8087027, -5
8087046, 5
8087080, -5
8087093, 5
8087103, -5
8100924, 3
8100937, -3
8101088, 3
8101109, -3
8101176, 3
8101190, -3
8105912, 2
8106031, -2
8106074, 2
8106082, -2
8106152, 2
8106165, -2
8106170, 2
8106173, -2
8106232, 2
8106235, -2
8106314, 2
8106320, -2
8116163, 3
8116277, -3
8117276, 2
8117288, -2
8117369, 2
8117393, -2
8117515, 2
8117530, -2
8117593, 2
8117596, -2
8117656, 2
8117690, -2
8117859, 2
8117875, -2
8124424, 5
8124428, -5
8124435, 5
8124446, -5
8127470, 2
8127483, -2
8127504, 2
8127548, -2
8127550, 2
8127568, -2
8141683, 2
8141698, -2
8141807, 2
8141815, -2
8148757, 3
8148773, -3
8148936, 3
8148950, -3
8149008, 3
8149021, -3
8161326, 2
8161341, -2
8161412, 2
8161416, -2
8161423, 2
8161438, -2
8161483, 2
8161490, -2
8161564, 2
8161570, -2
8161577, 2
8161598, -2
8161642, 2
8161647, -2
8161699, 2
8161712, -2
8161722, 2
8161739, -2
8182909, 2
8182928, -2
8182933, 2
8183004, -2
8183007, 2
8183025, -2
8183072, 2
8183080, -2
8183146, 2
8183155, -2
8183159, 2
8183187, -2
8183237, 2
8183244, -2
8183337, 2
8183349, -2
8212499, 2
8212609, -2
8212665, 2
8212694, -2
8212699, 2
8212752, -2
8212756, 2
8212761, -2
8332276, 1
8332354, -1
8339546, 6
8339579, -6
8339647, 6
8339654, -6
8339663, 6
8339674, -6
8339729, 6
8339735, -6
8339798, 6
8339802, -6
8339818, 6
8339823, -6
8339834, 6
8339877, -6
8339899, 6
8339908, -6
8358484, 4
8358562, -4
8358689, 4
8358725, -4
8358895, 4
8358919, -4
8358937, 4
8358960, -4
8369916, 4
8369918, -4
8369928, 4
8369963, -4
8372800, 6
8372827, -6
8372871, 6
8372878, -6
8376309, 2
8376414, -2
8376454, 2
8376463, -2
8376474, 2
8376537, -2
8376541, 2
8376557, -2
8376602, 2
8376607, -2
8376628, 2
8376702, -2
8380140, 4
8380188, -4
8385609, 1
8385619, -1
8385636, 1
8385638, -1
8390094, 6
8390127, -6
8401935, 4
8401999, -4
8402062, 4
8402138, -4
8402209, 4
8402272, -4
8402283, 4
8402292, -4
8402360, 4
8402369, -4
8402411, 4
8402415, -4
8502923, 6
8503031, -6
8503139, 6
8503148, -6
8503189, 6
8503193, -6
8527075, 5
8527083, -5
8527099, 5
8527197, -5
8527259, 5
8527266, -5
8527289, 5
8527389, -5
8527511, 5
8527526, -5
8542864, 3
8542929, -3
8542939, 3
8542952, -3
8558088, 6
8558129, -6
8558223, 6
8558227, -6
8558246, 6
8558280, -6
8563770, 6
8563806, -6
8591126, 6
8591137, -6
8591151, 6
8591190, -6
8591279, 6
8591349, -6
8877153, 5
8877179, -5
8877236, 5
8877245, -5
8885285, 5
8885308, -5
8885391, 5
8885412, -5
8893004, 5
8893028, -5
9065870, 6
9065874, -6
9065936, 6
9065938, -6
9065945, 6
9065946, -6
9065960, 6
9065969, -6
9066006, 6
9066019, -6
9066023, 6
9066029, -6
9066092, 6
9066134, -6
9066155, 6
9066171, -6
9103193, 5
9103212, -5
9103373, 5
9103429, -5
9103462, 5
9103472, -5
9103546, 5
9103564, -5
9124780, 5
9124861, -5
9124953, 5
9124958, -5
9124977, 5
9125040, -5
9125054, 5
9125067, -5
9125071, 5
9125073, -5
9125075, 5
9125079, -5
9125128, 5
9125133, -5
9125176, 5
9125199, -5
9125218, 5
9125221, -5
9716629, 6
9716697, -6
9716722, 6
9716742, -6
9716744, 6
9716746, -6
9716801, 6
9716835, -6
9716899, 6
9716904, -6
9716972, 6
9716974, -6
9716985, 6
9717022, -6
9717054, 6
9717062, -6
9717167, 6
9717177, -6
9717186, 6
9717203, -6
9717209, 6
9717211, -6
9724782, 5
9724849, -5
9725027, 5
9725033, -5
9747044, 5
9747065, -5
9747086, 5
9747100, -5
9767277, 5
9767282, -5
9767293, 5
9767401, -5
9767460, 5
9767472, -5
9767482, 5
9767518, -5
9769395, 5
9769402, -5
9769413, 5
9769440, -5
9782284, 3
9782310, -3
9783068, 6
9783174, -6
9783263, 6
9783334, -6
9794520, 3
9794570, -3
9794581, 3
9794636, -3
9794676, 3
9794680, -3
9795789, 5
9795798, -5
9795806, 5
9795892, -5
9795959, 5
9795969, -5
9795974, 5
9795987, -5
9796140, 5
9796157, -5
9796201, 5
9796210, -5
9809839, 3
9809850, -3
9810013, 3
9810032, -3
9810038, 3
9810055, -3
9822836, 6
9822870, -6
9833978, 3
9833998, -3
9834147, 3
9834188, -3
9834312, 3
9834372, -3
9835708, 5
9835712, -5
9835724, 5
9835744, -5
9845029, 3
9845048, -3
9845207, 3
9845224, -3
9845393, 3
9845406, -3
9845571, 3
9845581, -3
9845646, 3
9845666, -3
9845667, 3
9845669, -3
9860838, 3
9860857, -3
9861021, 3
9861066, -3
9861203, 3
9861256, -3
9861387, 3
9861443, -3
9861469, 3
9861470, -3
9861472, 3
9861473, -3
9861474, 3
9861475, -3
9865279, 5
9865337, -5
9875552, 3
9875558, -3
9875715, 3
9875756, -3
9875899, 3
9875919, -3
9882914, 6
9883044, -6
9883149, 6
9883152, -6
9883164, 6
9883171, -6
9887447, 5
9887515, -5
9888623, 3
9888675, -3
9888812, 3
9888866, -3
9888990, 3
9889069, -3
9898905, 5
9899096, -5
9899573, 3
9899585, -3
9899937, 3
9899955, -3
9910671, 5
9910697, -5
9910864, 5
9910868, -5
9910972, 5
9911014, -5
9915416, 3
9915469, -3
9915615, 3
9915626, -3
9915772, 3
9915824, -3
9926489, 5
9926502, -5
9926905, 3
9926926, -3
9927012, 3
9927118, -3
9927199, 3
9927249, -3
9938169, 3
9938191, -3
9938343, 3
9938352, -3
9938358, 3
9938396, -3
9938550, 3
9938560, -3
9938703, 3
9938776, -3
9944399, 6
9944424, -6
9951077, 5
9951240, -5
9951258, 5
9951269, -5
9951346, 5
9951494, -5
9955741, 3
9955765, -3
9955953, 3
9955991, -3
9960643, 5
9960695, -5
9978738, 3
9978761, -3
9978938, 3
9978943, -3
9979107, 3
9979198, -3
9979296, 3
9979372, -3
10036998, 3
10037011, -3
10037161, 3
10037207, -3
10037329, 3
10037378, -3
11033689, 2
11033694, -2
11033696, 2
11033697, -2
11033791, 2
11033797, -2
11033814, 2
11033819, -2
11033823, 2
11033835, -2
11033836, 2
11033837, -2
11033838, 2
11033845, -2
11034125, 2
11034653, -2
11046319, 5
11046363, -5
11046386, 5
11046395, -5
11054047, 5
11054082, -5
11064439, 5
11064448, -5
11064489, 5
11064493, -5
11064585, 5
11064607, -5
11080349, 3
11080394, -3
11080488, 3
11080560, -3
11088749, 5
11088771, -5
11088910, 5
11088942, -5
11096229, 2
11096353, -2
11096399, 2
11096403, -2
11096480, 2
11096492, -2
11096506, 2
11096511, -2
11109066, 4
11109116, -4
11109242, 4
11109278, -4
11128787, 5
11128794, -5
12022823, 5
12022828, -5
12022912, 5
12022926, -5
12324184, 5
12324207, -5
12339588, 2
12339607, -2
12339621, 2
12339648, -2
12339659, 2
12339701, -2
12339739, 2
12339838, -2
12339841, 2
12340937, -2
12348875, 2
12348894, -2
12348903, 2
12348945, -2
12348994, 2
12349163, -2
12349167, 2
12349175, -2
12349176, 2
12349177, -2
12349179, 2
12349180, -2
12349393, 2
12349929, -2
12355495, 6
12355512, -6
12367601, 2
12367605, -2
12367631, 2
12367748, -2
12367751, 2
12367761, -2
12367766, 2
12367774, -2
12367839, 2
12367951, -2
12367983, 2
12367985, -2
12367986, 2
12368082, -2
12368092, 2
12368777, -2
12376649, 2
12376651, -2
12376684, 2
12376693, -2
12376750, 2
12376773, -2
12376824, 2
12376834, -2
12376890, 2
12376896, -2
12376921, 2
12377064, -2
12383108, 4
12383144, -4
12397094, 5
12397099, -5
12408729, 2
12408876, -2
12408886, 2
12408892, -2
12408913, 2
12409042, -2
12409076, 2
12409578, -2
12438119, 2
12438187, -2
12438202, 2
12438328, -2
12438367, 2
12438455, -2
12438464, 2
12438488, -2
12438747, 2
12439464, -2
12447463, 2
12447464, -2
12447578, 2
12447718, -2
12447732, 2
12447738, -2
12447739, 2
12447751, -2
12448011, 2
12448584, -2
12461897, 2
12461901, -2
12461930, 2
12462025, -2
12462029, 2
12462057, -2
12462084, 2
12462248, -2
12462258, 2
12462277, -2
12462278, 2
12462393, -2
12635310, 4
12635321, -4
12746824, 3
12746850, -3
12777224, 2
12777257, -2
12777302, 2
12777357, -2
12777412, 2
12777476, -2
12777482, 2
12777486, -2
12787766, 2
12787772, -2
12787783, 2
12787848, -2
12787854, 2
12787886, -2
12787946, 2
12787999, -2
12788007, 2
12788029, -2
12788031, 2
12788033, -2
12788034, 2
12788036, -2
12788092, 2
12788119, -2
12788159, 2
12788163, -2
12812912, 5
12812920, -5
12829615, 2
12829643, -2
12829707, 2
12829782, -2
12829803, 2
12829812, -2
12840364, 4
12840380, -4
12840396, 4
12840434, -4
12840443, 4
12840444, -4
12846406, 2
12846446, -2
12855493, 2
12855505, -2
12855549, 2
12855587, -2
12855628, 2
12855636, -2
12855703, 2
12855725, -2
12855734, 2
12855760, -2
12855800, 2
12855803, -2
12855812, 2
12855886, -2
12855887, 2
12855905, -2
12855958, 2
12856011, -2
12856022, 2
12856023, -2
12856024, 2
12856025, -2
12863381, 2
12863406, -2
12863447, 2
12863572, -2
12863617, 2
12864407, -2
13054574, 6
13054703, -6
13054704, 6
13054709, -6
13062949, 5
13062988, -5
13063111, 5
13063191, -5
13063273, 5
13063329, -5
13082807, 6
13082915, -6
13082987, 6
13083091, -6
13091538, 5
13091585, -5
13091624, 5
13091625, -5
13104247, 5
13104260, -5
13104266, 5
13104293, -5
13104318, 5
13104320, -5
13113621, 6
13113624, -6
13113925, 6
13113973, -6
13113979, 6
13113980, -6
13113989, 6
13113992, -6
13122675, 5
13122719, -5
13122851, 5
13122904, -5
13122924, 5
13122930, -5
13135159, 5
13135166, -5
13135179, 5
13135250, -5
13141743, 2
13141747, -2
13141748, 2
13141767, -2
13141795, 2
13141814, -2
13141848, 2
13141896, -2
13141990, 2
13142003, -2
13142011, 2
13142021, -2
13142044, 2
13142047, -2
13156114, 4
13156159, -4
13164588, 5
13164593, -5
13164754, 5
13164808, -5
13174263, 6
13174276, -6
13174299, 6
13174324, -6
13174349, 6
13174356, -6
13174363, 6
13174365, -6
13182629, 5
13182645, -5
13182656, 5
13182720, -5
13182793, 5
13182799, -5
13182817, 5
13182882, -5
13182948, 5
13182953, -5
13182971, 5
13183017, -5
13192523, 6
13192613, -6
13192792, 6
13192793, -6
13192904, 6
13192909, -6
13192915, 6
13192932, -6
13200650, 3
13200674, -3
13200698, 3
13200749, -3
13200752, 3
13200753, -3
13216418, 5
13216428, -5
13216450, 5
13216514, -5
13216607, 5
13216685, -5
13216749, 5
13216751, -5
13216772, 5
13216813, -5
13216819, 5
13216821, -5
13228266, 3
13228299, -3
13228429, 3
13228511, -3
13228606, 3
13228707, -3
13228708, 3
13228711, -3
13362136, 5
13362189, -5
13362197, 5
13362225, -5
13362300, 5
13362307, -5
13362323, 5
13362396, -5
13362469, 5
13362520, -5
13430064, 3
13430069, -3
13430085, 3
13430091, -3
13430251, 3
13430349, -3
13430360, 3
13430371, -3
13430420, 3
13430498, -3
13430502, 3
13430503, -3
13430504, 3
13430505, -3
13440481, 5
13440498, -5
13440509, 5
13440581, -5
13440672, 5
13440765, -5
13440833, 5
13440910, -5
13451697, 3
13451816, -3
13451820, 3
13451821, -3
13451822, 3
13451823, -3
13461788, 5
13461800, -5
13461811, 5
13461881, -5
13461955, 5
13461957, -5
13461974, 5
13462057, -5
13462059, 5
13462060, -5
13468737, 3
13468763, -3
13468896, 3
13468994, -3
13483403, 3
13483432, -3
13483567, 3
13483652, -3
13483658, 3
13483659, -3
13483660, 3
13483661, -3
13502790, 5
13502875, -5
13502948, 5
13502949, -5
13502970, 5
13503054, -5
13503064, 5
13503065, -5
13503066, 5
13503067, -5
13503124, 5
13503159, -5
13525238, 3
13525283, -3
13525338, 3
13525465, -3
13525466, 3
13525467, -3
13534957, 2
13534982, -2
13535033, 2
13535058, -2
13535072, 2
13535074, -2
13557765, 3
13557775, -3
13557923, 3
13558051, -3
13558052, 3
13558053, -3
13563579, 6
13563676, -6
13563756, 6
13563838, -6
13563868, 6
13563870, -6
13563924, 6
13563926, -6
13563927, 6
13563955, -6
13563969, 6
13563983, -6
13563984, 6
13563994, -6
13564001, 6
13564004, -6
13575459, 3
13575467, -3
13575514, 3
13575530, -3
13575587, 3
13575600, -3
13575706, 3
13575802, -3
13575883, 3
13575960, -3
13575975, 3
13575987, -3
13611698, 3
13611730, -3
13611871, 3
13611874, -3
13611909, 3
13611944, -3
13612008, 3
13612110, -3
13612112, 3
13612114, -3
13617547, 5
13617630, -5
13617722, 5
13617788, -5
13617871, 5
13617957, -5
13617966, 5
13617980, -5
13636110, 3
13636225, -3
13636302, 3
13636420, -3
13636421, 3
13636422, -3
13636423, 3
13636425, -3
13636492, 3
13636564, -3
13636569, 3
13636570, -3
13647091, 5
13647178, -5
13647262, 5
13647340, -5
13647404, 5
13647413, -5
13647427, 5
13647502, -5
13647510, 5
13647512, -5
13647570, 5
13647656, -5
13647657, 5
13647659, -5
13654601, 2
13654634, -2
13654770, 2
13654771, -2
13665081, 6
13665099, -6
13665107, 6
13665175, -6
13665472, 6
13665475, -6
13672537, 3
13672543, -3
13672706, 3
13672802, -3
13672878, 3
13672881, -3
13672885, 3
13672888, -3
13672919, 3
13672922, -3
13689929, 5
13689987, -5
13690074, 5
13690082, -5
13690093, 5
13690179, -5
13690256, 5
13690328, -5
13690421, 5
13690484, -5
13690494, 5
13690507, -5
13700059, 6
13700126, -6
13700175, 6
13700179, -6
13700248, 6
13700254, -6
13700270, 6
13700299, -6
13700335, 6
13700340, -6
13700397, 6
13700484, -6
13700505, 6
13700507, -6
13714044, 3
13714057, -3
13714199, 3
13714236, -3
13714373, 3
13714499, -3
13714501, 3
13714505, -3
13723925, 3
13723960, -3
13724102, 3
13724186, -3
13724267, 3
13724364, -3
13729900, 5
13729967, -5
13730063, 5
13730143, -5
13730222, 5
13730327, -5
13730330, 5
13730332, -5
13744025, 3
13744053, -3
13744192, 3
13744223, -3
13744367, 3
13744390, -3
13744414, 3
13744459, -3
13753290, 3
13753296, -3
13753590, 3
13753597, -3
13753607, 3
13753620, -3
13753809, 3
13753864, -3
13753869, 3
13753870, -3
14034967, 2
14035067, -2
14049473, 2
14049514, -2
14049528, 2
14049537, -2
14049538, 2
14049551, -2
14049593, 2
14049636, -2
14049640, 2
14049644, -2
14060844, 2
14060855, -2
14060987, 2
14060992, -2
14061009, 2
14061025, -2
14061131, 2
14061149, -2
14061168, 2
14061179, -2
14065197, 5
14065203, -5
14065209, 5
14065220, -5
14065270, 5
14065274, -5
14079007, 2
14079141, -2
14079171, 2
14079294, -2
14099661, 2
14099670, -2
14099694, 2
14099712, -2
14099726, 2
14099738, -2
14099743, 2
14099751, -2
14099794, 2
14099799, -2
14099816, 2
14099868, -2
14099912, 2
14099921, -2
14099933, 2
14100076, -2
14100122, 2
14100275, -2
14118531, 6
14118543, -6
14528736, 6
14528748, -6
14528788, 6
14528840, -6
14528959, 6
14529042, -6
14529043, 6
14529045, -6
14537797, 5
14537799, -5
14537836, 5
14537868, -5
14537966, 5
14538007, -5
14540370, 3
14540383, -3
14540417, 3
14540439, -3
14545497, 6
14545516, -6
14545649, 6
14545734, -6
14557316, 3
14557330, -3
14557485, 3
14557503, -3
14560521, 6
14560526, -6
14560531, 6
14560539, -6
14560548, 6
14560607, -6
14571204, 3
14571212, -3
14571218, 3
14571267, -3
14571270, 3
14571290, -3
14600499, 5
14600532, -5
14600670, 5
14600697, -5
14600834, 5
14600863, -5
14600925, 5
14600937, -5
14601005, 5
14601017, -5
14601022, 5
14601058, -5
14601073, 5
14601102, -5
14616531, 5
14616536, -5
14616583, 5
14616633, -5
14616713, 5
14616719, -5
14616770, 5
14616790, -5
14621050, 5
14621063, -5
14621237, 5
14621255, -5
14621406, 5
14621427, -5
14621479, 5
14621480, -5
14621481, 5
14621490, -5
14651196, 5
14651225, -5
14651256, 5
14651280, -5
14663734, 5
14663740, -5
14708029, 5
14708034, -5
14708042, 5
14708068, -5
14708222, 5
14708235, -5
14708346, 5
14708370, -5
14708376, 5
14708388, -5
14717044, 3
14717053, -3
14717216, 3
14717219, -3
14717398, 3
14717423, -3
14717480, 3
14717492, -3
14720197, 5
14720217, -5
14730888, 5
14730893, -5
14730949, 5
14730956, -5
14730974, 5
14731038, -5
14731148, 5
14731154, -5
14757728, 5
14757732, -5
14768972, 5
14768986, -5
14769476, 5
14769479, -5
14775846, 5
14775872, -5
14776067, 5
14776085, -5
14782876, 3
14782884, -3
14782893, 3
14782927, -3
14782947, 3
14782963, -3
14804325, 5
14804343, -5
14804832, 5
14804848, -5
14810843, 3
14810847, -3
14811037, 3
14811039, -3
14853870, 3
14853878, -3
14853963, 3
14853972, -3
14925368, 5
14925409, -5
15052618, 2
15052660, -2
15052718, 2
15052724, -2
15052725, 2
15052738, -2
15052776, 2
15052815, -2
15052894, 2
15052926, -2
15052965, 2
15053057, -2
15053081, 2
15053119, -2
15053150, 2
15053152, -2
15053270, 2
15053272, -2
15053273, 2
15053279, -2
15053281, 2
15053283, -2
15053284, 2
15053290, -2
15056960, 5
15056973, -5
15057049, 5
15057071, -5
15057227, 5
15057257, -5
15057338, 5
15057349, -5
15061246, 2
15061304, -2
15061342, 2
15061343, -2
15061345, 2
15061347, -2
15067638, 2
15067657, -2
15067660, 2
15067662, -2
15067728, 2
15067800, -2
15067831, 2
15067834, -2
15067837, 2
15067839, -2
15067955, 2
15067962, -2
15068012, 2
15068021, -2
15068135, 2
15069465, -2
15071345, 5
15071395, -5
15071552, 5
15071599, -5
15083937, 2
15084033, -2
15084044, 2
15084065, -2
15084066, 2
15084070, -2
15084127, 2
15084174, -2
15084225, 2
15084259, -2
15097544, 2
15097637, -2
15097661, 2
15097668, -2
15097807, 2
15097811, -2
15097818, 2
15097820, -2
15098215, 2
15099530, -2
15193376, 3
15193382, -3
15193519, 3
15193526, -3
15193569, 3
15193576, -3
15193581, 3
15193645, -3
15201419, 5
15201423, -5
15201431, 5
15201453, -5
15201486, 5
15201499, -5
15201600, 5
15201623, -5
15225098, 5
15225121, -5
15225143, 5
15225156, -5
15272167, 3
15272181, -3
15272321, 3
15272327, -3
15272332, 3
15272346, -3
15284312, 5
15284335, -5
15284480, 5
15284495, -5
15284628, 5
15284632, -5
15284636, 5
15284668, -5
15284674, 5
15284687, -5
15296719, 3
15296733, -3
15296883, 3
15296963, -3
15317680, 6
15317788, -6
15317810, 6
15317812, -6
15317813, 6
15317814, -6
15317875, 6
15317891, -6
15317897, 6
15317918, -6
15317923, 6
15317931, -6
15317946, 6
15317951, -6
15378818, 5
15378829, -5
15378877, 5
15378880, -5
15378924, 5
15378988, -5
15379017, 5
15379019, -5
15421787, 4
15421799, -4
15429978, 2
15429999, -2
15430001, 2
15430093, -2
15430100, 2
15430124, -2
15430168, 2
15430209, -2
15430259, 2
15430370, -2
15430375, 2
15430376, -2
15430387, 2
15430392, -2
15430437, 2
15430534, -2
15430535, 2
15431014, -2
15452997, 3
15453024, -3
15453041, 3
15453045, -3
15453701, 4
15453734, -4
15460682, 2
15460707, -2
15460708, 2
15460849, -2
15460854, 2
15461017, -2
15461028, 2
15461057, -2
15461091, 2
15461208, -2
15461209, 2
15461215, -2
15461251, 2
15461977, -2
15472996, 2
15473037, -2
15473052, 2
15473115, -2
15473118, 2
15473124, -2
15473142, 2
15474297, -2
15494691, 3
15494695, -3
15495303, 3
15495315, -3
15495341, 3
15495359, -3
15495383, 3
15495391, -3
15506195, 3
15506205, -3
15506344, 3
15506370, -3
15511970, 5
15511995, -5
15512068, 5
15512070, -5
15512173, 5
15512196, -5
15512232, 5
15512235, -5
15512308, 5
15512382, -5
15514876, 3
15514894, -3
15514917, 3
15514936, -3
15515029, 3
15515033, -3
15515046, 3
15515054, -3
15515088, 3
15515112, -3
15515113, 3
15515115, -3
15515116, 3
15515117, -3
15527651, 3
15527652, -3
15527707, 3
15527803, -3
15551383, 3
15551467, -3
15551483, 3
15551486, -3
15567595, 5
15567657, -5
15567686, 5
15567687, -5
15567688, 5
15567689, -5
15567753, 5
15567771, -5
15567799, 5
15567809, -5
15568087, 5
15568092, -5
15578869, 6
15578902, -6
15579067, 6
15579075, -6
15579159, 6
15579161, -6
15589126, 5
15589135, -5
15589157, 5
15589187, -5
15589278, 5
15589319, -5
15589453, 5
15589497, -5
15589616, 5
15589619, -5
15589626, 5
15589636, -5
15589642, 5
15589660, -5
15589682, 5
15589684, -5
15600731, 3
15600737, -3
15600747, 3
15600765, -3
15600916, 3
15600942, -3
15600954, 3
15600980, -3
15601073, 3
15601135, -3
15619324, 3
15619332, -3
15619406, 3
15619429, -3
15619545, 3
15619563, -3
15657955, 5
15658006, -5
15658085, 5
15658120, -5
15658132, 5
15658157, -5
15658269, 5
15658309, -5
15675399, 3
15675405, -3
15683440, 5
15683485, -5
15683519, 5
15683531, -5
15683539, 5
15683542, -5
15683543, 5
15683545, -5
15686738, 5
15686770, -5
15686777, 5
15686819, -5
15686922, 5
15686939, -5
15687091, 5
15687129, -5
15695455, 3
15695466, -3
15695627, 3
15695643, -3
15695797, 3
15695810, -3
15695846, 3
15695885, -3
15699851, 5
15699857, -5
15699891, 5
15699892, -5
15699893, 5
15699894, -5
15699895, 5
15699898, -5
15702525, 5
15702539, -5
15709154, 3
15709172, -3
15709322, 3
15709353, -3
15709414, 3
15709429, -3
15711594, 5
15711652, -5
15711758, 5
15711771, -5
15711920, 5
15711935, -5
15711942, 5
15711974, -5
15721280, 5
15721305, -5
15724169, 5
15724173, -5
15724195, 5
15724213, -5
15724221, 5
15724240, -5
15724347, 5
15724404, -5
15724526, 5
15724563, -5
