millis,unixtime,datetime,RTC_DS1307,Feeder A,Liters Drank
701, 1507487008, 2017/10/8 18:23:28,A
millis,Sensor
15730927, 5
15730945, -5
15731010, 5
15731021, -5
15731036, 5
15731040, -5
15731041, 5
15731044, -5
15737698, 5
15737705, -5
15737799, 5
15737808, -5
15737815, 5
15737817, -5
15750938, 5
15750943, -5
15750949, 5
15750964, -5
15754156, 3
15754160, -3
15754730, 3
15754740, -3
15761696, 3
15761727, -3
15761794, 3
15761829, -3
15772489, 5
15772511, -5
15772741, 5
15772747, -5
15777360, 3
15777382, -3
15777591, 3
15777607, -3
15799499, 3
15799533, -3
15799686, 3
15799742, -3
15816901, 3
15816908, -3
15817310, 3
15817340, -3
15817537, 3
15817558, -3
15817579, 3
15817591, -3
15858084, 3
15858089, -3
15858273, 3
15858299, -3
15858345, 3
15858364, -3
15858366, 3
15858368, -3
15879002, 3
15879011, -3
15879023, 3
15879032, -3
15879207, 3
15879213, -3
15879598, 3
15879613, -3
15879690, 3
15879724, -3
15879726, 3
15879727, -3
15879730, 3
15879731, -3
15891125, 3
15891156, -3
15891280, 3
15891291, -3
15891292, 3
15891300, -3
15893816, 5
15893819, -5
15893832, 5
15893841, -5
15893850, 5
15893869, -5
15893886, 5
15893896, -5
15894001, 5
15894024, -5
15894042, 5
15894074, -5
15894165, 5
15894172, -5
15894178, 5
15894202, -5
15894241, 5
15894246, -5
15916191, 3
15916198, -3
15916901, 3
15916902, -3
15940485, 3
15940491, -3
15940622, 3
15940628, -3
15976538, 3
15976545, -3
15976729, 3
15976737, -3
15976912, 3
15976921, -3
15977104, 3
15977110, -3
15977298, 3
15977377, -3
16005670, 3
16005676, -3
16006022, 3
16006039, -3
16006086, 3
16006114, -3
16006198, 3
16006216, -3
16017894, 3
16017899, -3
16017901, 3
16017902, -3
16052844, 5
16052862, -5
16052865, 5
16052916, -5
16052939, 5
16052940, -5
16059674, 3
16059681, -3
16063834, 6
16063844, -6
16063855, 6
16063946, -6
16063974, 6
16063975, -6
16063976, 6
16063978, -6
16087214, 3
16087287, -3
16087301, 3
16087303, -3
16108819, 5
16108828, -5
16108831, 5
16108851, -5
16108999, 5
16109036, -5
16109054, 5
16109068, -5
16109164, 5
16109202, -5
16144576, 5
16144609, -5
16144628, 5
16144662, -5
16144749, 5
16144783, -5
16144801, 5
16144822, -5
16144910, 5
16144947, -5
16161750, 3
16161783, -3
16161967, 3
16162006, -3
16182337, 3
16182341, -3
16182517, 3
16182601, -3
16197304, 5
16197312, -5
16197317, 5
16197337, -5
16197366, 5
16197387, -5
16197482, 5
16197514, -5
16214803, 3
16214807, -3
16214822, 3
16214836, -3
16214999, 3
16215037, -3
16236554, 3
16236628, -3
16262992, 3
16263010, -3
16263121, 3
16263129, -3
16263175, 3
16263181, -3
16269253, 5
16269318, -5
16282365, 3
16282395, -3
16282557, 3
16282573, -3
16283650, 3
16283743, -3
16283745, 3
16283746, -3
16290437, 5
16290442, -5
16290648, 5
16290659, -5
16290663, 5
16290714, -5
16311586, 3
16311591, -3
16311727, 3
16311730, -3
16311777, 3
16311785, -3
16311824, 3
16311852, -3
16311969, 3
16311995, -3
16313828, 5
16313831, -5
16313886, 5
16313896, -5
16333899, 5
16333978, -5
16334057, 5
16334141, -5
16334232, 5
16334272, -5
16334468, 6
16334476, -6
16334518, 6
16334522, -6
16349291, 3
16349309, -3
16349318, 3
16349325, -3
16349352, 3
16349367, -3
16349502, 3
16349509, -3
16349671, 3
16349710, -3
16362139, 6
16362148, -6
16362168, 6
16362238, -6
16362391, 6
16362430, -6
16362443, 6
16362450, -6
16364013, 5
16364017, -5
16364028, 5
16364051, -5
16364200, 5
16364213, -5
16364238, 5
16364264, -5
16394054, 3
16394106, -3
16394214, 3
16394310, -3
16411148, 6
16411174, -6
16411186, 6
16411218, -6
16412275, 6
16412283, -6
16412305, 6
16412370, -6
16412493, 6
16412532, -6
16422694, 4
16422697, -4
16422702, 4
16422792, -4
16428418, 2
16428419, -2
16432615, 3
16432633, -3
16432635, 3
16432636, -3
16432637, 3
16432701, -3
16447930, 3
16447965, -3
16448133, 3
16448162, -3
16448181, 3
16448236, -3
16448241, 3
16448248, -3
16454902, 5
16454924, -5
16455080, 5
16455089, -5
16455097, 5
16455118, -5
16455179, 5
16455194, -5
16455251, 5
16455256, -5
16455267, 5
16455303, -5
16455313, 5
16455323, -5
16455328, 5
16455335, -5
16466842, 6
16466947, -6
16472390, 3
16472436, -3
16472543, 3
16472544, -3
16472559, 3
16472632, -3
16472873, 6
16472886, -6
16472901, 6
16472961, -6
16473159, 6
16473163, -6
16473236, 6
16473250, -6
16479986, 5
16479991, -5
16480020, 5
16480071, -5
16482050, 3
16482120, -3
16485864, 6
16485871, -6
16485888, 6
16485965, -6
16486036, 6
16486099, -6
16486108, 6
16486110, -6
16493111, 6
16493135, -6
16493197, 6
16493209, -6
16493248, 6
16493297, -6
16493323, 6
16493324, -6
16496844, 6
16496887, -6
16496988, 6
16497059, -6
16497064, 6
16497069, -6
16506768, 6
16506855, -6
16512754, 6
16512819, -6
16512907, 6
16513017, -6
16518157, 6
16518174, -6
16518185, 6
16518261, -6
16518286, 6
16518288, -6
16518362, 6
16518437, -6
16518441, 6
16518447, -6
16519735, 5
16519749, -5
16522606, 6
16522721, -6
16522779, 6
16522811, -6
16522885, 6
16522886, -6
16522952, 6
16522973, -6
16522991, 6
16523003, -6
16526480, 6
16526481, -6
16526522, 6
16526574, -6
16526704, 6
16526753, -6
16532277, 6
16532291, -6
16532327, 6
16532357, -6
16532438, 6
16532451, -6
16532486, 6
16532490, -6
16532554, 6
16532580, -6
16532595, 6
16532625, -6
16534481, 6
16534579, -6
16534678, 6
16534765, -6
16539666, 6
16539767, -6
16539799, 6
16539801, -6
16539869, 6
16539874, -6
16539896, 6
16539956, -6
16542296, 3
16542384, -3
16549695, 5
16549703, -5
16549708, 5
16549735, -5
16549871, 5
16549874, -5
16549891, 5
16549909, -5
16550056, 5
16550119, -5
16555443, 6
16555449, 3
16555451, -6
16555472, -3
16555538, 6
16555539, -6
16555646, 3
16555689, -3
16555845, 3
16555952, -3
16556040, 3
16556119, -3
16556131, 3
16556132, -3
16560352, 5
16560367, -5
16560376, 5
16560444, -5
16560576, 5
16560602, -5
16560638, 5
16560640, -5
16560696, 5
16560703, -5
16560726, 5
16560784, -5
16569558, 6
16569574, -6
16569578, 6
16569633, -6
16569666, 6
16569670, -6
16571378, 3
16571435, -3
16571630, 3
16571636, -3
16574417, 6
16574517, -6
16574618, 6
16574622, -6
16574625, 6
16574713, -6
16574756, 6
16574763, -6
16583687, 6
16583700, -6
16583751, 6
16583772, -6
16583798, 6
16583801, -6
16583903, 6
16583964, -6
16584059, 6
16584073, -6
16584079, 6
16584104, -6
16586234, 6
16586235, -6
16586304, 6
16586317, -6
16588004, 5
16588011, -5
16588014, 5
16588038, -5
16588047, 5
16588107, -5
16589700, 5
16589755, -5
16591034, 5
16591067, -5
16598295, 5
16598340, -5
16598353, 5
16598384, -5
16600037, 5
16600103, -5
16600201, 5
16600251, -5
16602636, 3
16602673, -3
16603275, 6
16603276, -6
16603301, 6
16603334, -6
16603346, 6
16603356, -6
16603414, 6
16603530, -6
16603595, 6
16603609, -6
16603625, 6
16603681, -6
16603684, 6
16603695, -6
16606228, 3
16606242, -3
16606423, 3
16606462, -3
16606609, 3
16606646, -3
16606697, 3
16606706, -3
16606715, 3
16606720, -3
16615459, 6
16615517, -6
16616794, 5
16616849, -5
16616938, 5
16617008, -5
16617016, 5
16617023, -5
16617024, 5
16617025, -5
16617933, 5
16618015, -5
16618115, 5
16618130, -5
16618141, 5
16618188, -5
16618291, 5
16618297, -5
16618331, 5
16618378, -5
16618390, 5
16618392, -5
16618394, 5
16618396, -5
16623522, 3
16623541, -3
16623568, 3
16623582, -3
16623676, 3
16623768, -3
16626785, 3
16626822, -3
16632216, 3
16632242, -3
16632408, 3
16632436, -3
16632519, 3
16632521, -3
16632585, 3
16632589, -3
16632612, 3
16632614, -3
16632615, 3
16632616, -3
16634844, 5
16634874, -5
16635003, 5
16635046, -5
16641260, 2
16641262, -2
16641299, 2
16641307, -2
16641315, 2
16641402, -2
16641410, 2
16641435, -2
16641504, 2
16641567, -2
16641588, 2
16641593, -2
16641596, 2
16641598, -2
16641648, 2
16641694, -2
16641739, 2
16641853, -2
16643264, 5
16643297, -5
16643446, 5
16643489, -5
16643607, 5
16643612, -5
16643629, 5
16643682, -5
16646679, 2
16646686, -2
16646791, 2
16646831, -2
16646868, 2
16646874, -2
16646875, 2
16647221, -2
16651174, 5
16651217, -5
16651302, 5
16651379, -5
16676862, 5
16676889, -5
16676979, 5
16677021, -5
16677071, 5
16677080, -5
16677263, 3
16677332, -3
16677437, 3
16677530, -3
16677542, 3
16677550, -3
16683850, 3
16683885, -3
16695771, 3
16695783, -3
16695796, 3
16695820, -3
16702965, 2
16702967, -2
16703028, 2
16703034, -2
16703079, 2
16703095, -2
16703104, 2
16703108, -2
16710851, 5
16710872, -5
16710894, 5
16710925, -5
16710958, 5
16710959, -5
16710961, 5
16710962, -5
16727392, 6
16727534, -6
16756147, 5
16756163, -5
16756167, 5
16756205, -5
16756337, 5
16756342, -5
16756404, 5
16756453, -5
16756507, 5
16756513, -5
16756528, 5
16756581, -5
16756585, 5
16756608, -5
16756612, 5
16756619, -5
16756620, 5
16756621, -5
16782346, 5
16782354, -5
16782367, 5
16782433, -5
16789272, 5
16789276, -5
16789294, 5
16789307, -5
16789436, 5
16789456, -5
16789490, 5
16789508, -5
16789633, 5
16789684, -5
16789706, 5
16789716, -5
16789718, 5
16789723, -5
16797663, 3
16797701, -3
16801793, 3
16801798, -3
16801974, 3
16801995, -3
16802151, 3
16802179, -3
16802247, 3
16802267, -3
16802327, 3
16802382, -3
16802397, 3
16802419, -3
16816266, 6
16816394, -6
16816535, 6
16816575, -6
16836124, 5
16836133, -5
16836144, 5
16836207, -5
16836341, 5
16836387, -5
16836487, 5
16836533, -5
16836546, 5
16836555, -5
16839216, 5
16839239, -5
16864671, 5
16864679, -5
16866973, 6
16866978, -6
16866999, 6
16867105, -6
16867108, 6
16867110, -6
16867168, 6
16867170, -6
16867194, 6
16867251, -6
16867262, 6
16867266, -6
16867271, 6
16867272, -6
16914961, 5
16914970, -5
16914982, 5
16915049, -5
16915133, 5
16915138, -5
16915149, 5
16915189, -5
16915313, 5
16915337, -5
16919782, 5
16919786, -5
16919845, 5
16919900, -5
16919958, 5
16919966, -5
16920030, 5
16920094, -5
16920102, 5
16920116, -5
16920123, 5
16920131, -5
16947377, 3
16947407, -3
17224879, 3
17224901, -3
17225050, 3
17225084, -3
17225107, 3
17225129, -3
17241276, 4
17241310, -4
17282112, 3
17282171, -3
17302475, 4
17302484, -4
17302489, 4
17302506, -4
17302665, 4
17302737, -4
17322094, 2
17322107, -2
17322120, 2
17322205, -2
17346871, 2
17346933, -2
17346939, 2
17346955, -2
17362600, 3
17362622, -3
17362647, 3
17362660, -3
17362889, 3
17362910, -3
17362969, 3
17362993, -3
17394324, 3
17394342, -3
17394370, 3
17394408, -3
17394409, 3
17394410, -3
17418859, 3
17418875, -3
17418958, 3
17418968, -3
17419030, 3
17419056, -3
17419203, 3
17419233, -3
17419278, 3
17419289, -3
17432830, 3
17432846, -3
17432935, 3
17432941, -3
17433007, 3
17433032, -3
17433188, 3
17433210, -3
17433281, 3
17433286, -3
17466008, 3
17466011, -3
17466068, 3
17466080, -3
17466241, 3
17466260, -3
17486057, 3
17486092, -3
17486237, 3
17486259, -3
17486413, 3
17486435, -3
17486494, 3
17486507, -3
17502658, 3
17502714, -3
17502784, 3
17502799, -3
17502953, 3
17502964, -3
17503009, 3
17503027, -3
17530384, 3
17530402, -3
17530492, 3
17530496, -3
17530557, 3
17530579, -3
17530618, 3
17530640, -3
17530643, 3
17530648, -3
17544627, 3
17544634, -3
17544785, 3
17544814, -3
17544964, 3
17544991, -3
17545037, 3
17545051, -3
17545052, 3
17545054, -3
17571186, 2
17571307, -2
17571312, 2
17571331, -2
17571378, 2
17572062, -2
17576914, 3
17576928, -3
17577080, 3
17577085, -3
17577102, 3
17577107, -3
17586681, 2
17586714, -2
17586716, 2
17586721, -2
17586758, 2
17587144, -2
17587150, 2
17587643, -2
17595541, 3
17595555, -3
17595746, 3
17595748, -3
17597025, 3
17597041, -3
17612686, 4
17612717, -4
17612756, 4
17612785, -4
17612823, 4
17612829, -4
17614051, 3
17614057, -3
17626314, 3
17626357, -3
17626488, 3
17626544, -3
17640453, 3
17640482, -3
17640892, 3
17640916, -3
17640918, 3
17640919, -3
17659009, 3
17659028, -3
17659029, 3
17659030, -3
17659034, 3
17659036, -3
17681243, 3
17681247, -3
17681424, 3
17681427, -3
17681428, 3
17681429, -3
17697638, 2
17697741, -2
17697746, 2
17697906, -2
17697908, 2
17698033, -2
17698036, 2
17699361, -2
17701271, 3
17701280, -3
17716581, 2
17716582, -2
17716590, 2
17716599, -2
17716615, 2
17716717, -2
17716718, 2
17716734, -2
17716786, 2
17716872, -2
17716883, 2
17717018, -2
17717040, 2
17717044, -2
17717045, 2
17718321, -2
17719276, 3
17719288, -3
17731492, 2
17731501, -2
17731520, 2
17731545, -2
17731614, 2
17731718, -2
17731855, 2
17731856, -2
17731988, 2
17732645, -2
17732685, 3
17732702, -3
17732867, 3
17732875, -3
17732948, 3
17732955, -3
17754532, 3
17754544, -3
17754704, 3
17754727, -3
17754875, 3
17754953, -3
17774584, 3
17774609, -3
17774765, 3
17774782, -3
17774867, 3
17774872, -3
17774873, 3
17774880, -3
17774942, 3
17774963, -3
17774974, 3
17775016, -3
17775017, 3
17775020, -3
17775028, 3
17775029, -3
17788190, 3
17788192, -3
17788254, 3
17788277, -3
17796343, 4
17796354, -4
17807698, 3
17807710, -3
17807867, 3
17807874, -3
17807931, 3
17807934, -3
17807973, 3
17808009, -3
17808070, 3
17808079, -3
17822619, 3
17822654, -3
17822796, 3
17822826, -3
17822971, 3
17823002, -3
17851256, 3
17851274, -3
17851428, 3
17851437, -3
17851494, 3
17851497, -3
17851500, 3
17851501, -3
17851541, 3
17851564, -3
17851728, 3
17851755, -3
17851827, 3
17851829, -3
17866100, 3
17866127, -3
17866276, 3
17866302, -3
17866364, 3
17866379, -3
17866380, 3
17866387, -3
17880211, 3
17880237, -3
17880384, 3
17880411, -3
17880479, 3
17880489, -3
17894480, 3
17894490, -3
17894666, 3
17894696, -3
17894731, 3
17894756, -3
17912564, 3
17912590, -3
17932552, 3
17932572, -3
17932739, 3
17932750, -3
17947486, 3
17947510, -3
17947654, 3
17947680, -3
17947838, 3
17947860, -3
17947910, 3
17947924, -3
17947925, 3
17947926, -3
17961609, 3
17961651, -3
17961804, 3
17961830, -3
17961989, 3
17962014, -3
17962173, 3
17962188, -3
17962224, 3
17962256, -3
17982220, 3
17982232, -3
17982387, 3
17982411, -3
17982653, 3
17982668, -3
17996644, 3
17996680, -3
17996828, 3
17996857, -3
17996918, 3
17996924, -3
18010861, 3
18010886, -3
18011038, 3
18011066, -3
18011217, 3
18011246, -3
18011418, 3
18011435, -3
18011490, 3
18011523, -3
18011524, 3
18011525, -3
18910056, 6
18910086, -6
18936632, 5
18936637, -5
18936652, 5
18936683, -5
18936829, 5
18936863, -5
18936969, 5
18936977, -5
18936988, 5
18937034, -5
18937132, 5
18937147, -5
18937211, 5
18937212, -5
18937217, 5
18937226, -5
18987714, 3
18987773, -3
19016850, 3
19016857, -3
19034770, 3
19034778, -3
19034844, 3
19034847, -3
19034882, 3
19034969, -3
19035061, 3
19035102, -3
19047895, 3
19047897, -3
19047902, 3
19047910, -3
19048069, 3
19048072, -3
19048205, 3
19048268, -3
19048287, 3
19048296, -3
19052075, 3
19052097, -3
19052237, 3
19052313, -3
19052404, 3
19052470, -3
19063960, 5
19063966, -5
19063984, 5
19064030, -5
19064125, 5
19064129, -5
19064154, 5
19064190, -5
19071736, 3
19071812, -3
19071909, 3
19071936, -3
19072073, 3
19072074, -3
19072077, 3
19072137, -3
19077355, 5
19077368, -5
19077395, 5
19077441, -5
19077526, 5
19077533, -5
19077554, 5
19077596, -5
19077686, 5
19077690, -5
19077715, 5
19077754, -5
19084113, 3
19084145, -3
19084284, 3
19084338, -3
19090062, 5
19090069, -5
19090097, 5
19090145, -5
19090232, 5
19090239, -5
19090254, 5
19090310, -5
19100468, 3
19100497, -3
19100600, 3
19100681, -3
19100780, 3
19100858, -3
19106286, 5
19106292, -5
19106319, 5
19106367, -5
19106460, 5
19106464, -5
19106483, 5
19106534, -5
19106624, 5
19106630, -5
19106654, 5
19106702, -5
19106709, 5
19106719, -5
19113625, 3
19113663, -3
19113806, 3
19113886, -3
19113905, 3
19113911, -3
19119543, 5
19119552, -5
19119568, 5
19119620, -5
19119708, 5
19119718, -5
19119731, 5
19119773, -5
19119866, 5
19119872, -5
19119900, 5
19119941, -5
19146761, 3
19146764, -3
19146767, 3
19146768, -3
19146769, 3
19146773, -3
19146774, 3
19146775, -3
19146776, 3
19146787, -3
19146933, 3
19146972, -3
19147099, 3
19147140, -3
19152574, 5
19152584, -5
19152612, 5
19152658, -5
19152743, 5
19152748, -5
19152773, 5
19152817, -5
19152942, 5
19152998, -5
19165960, 3
19166054, -3
19166075, 3
19166077, -3
19171185, 5
19171192, -5
19171216, 5
19171263, -5
19171350, 5
19171359, -5
19171367, 5
19171418, -5
19171511, 5
19171517, -5
19171532, 5
19171581, -5
19171671, 5
19171677, -5
19171706, 5
19171744, -5
19181280, 6
19181294, -6
19181310, 6
19181376, -6
19181459, 6
19181460, -6
19181462, 6
19181463, -6
19181495, 6
19181521, -6
19192183, 5
19192196, -5
19192207, 5
19192261, -5
19192347, 5
19192354, -5
19192373, 5
19192422, -5
19204414, 3
19204417, -3
19204637, 3
19204640, -3
19204901, 3
19204907, -3
19204913, 3
19204926, -3
19204989, 3
19205009, -3
19207478, 3
19207566, -3
19207644, 3
19207732, -3
19207748, 3
19207751, -3
19207752, 3
19207753, -3
19207808, 3
19207903, -3
19207904, 3
19207905, -3
19230803, 5
19230808, -5
19230823, 5
19230833, -5
19231714, 5
19231716, -5
19231722, 5
19231730, -5
19231745, 5
19231798, -5
19231884, 5
19231891, -5
19231906, 5
19231958, -5
19232052, 5
19232055, -5
19232078, 5
19232114, -5
19322117, 5
19322121, -5
19322127, 5
19322156, -5
19322304, 5
19322329, -5
19322351, 5
19322358, -5
19358233, 2
19358292, -2
19358304, 2
19358342, -2
19358343, 2
19358345, -2
19358379, 2
19358595, -2
19358601, 2
19358604, -2
19358607, 2
19358610, -2
19358632, 2
19359588, -2
19367926, 5
19367938, -5
19385728, 3
19385744, -3
19385886, 3
19385914, -3
19385948, 3
19385958, -3
19389370, 2
19389518, -2
19389561, 2
19389568, -2
19389586, 2
19389646, -2
19389655, 2
19389700, -2
19389718, 2
19389795, -2
19389811, 2
19389812, -2
19389813, 2
19389829, -2
19389838, 2
19389839, -2
19390561, 2
19391436, -2
19405256, 5
19405274, -5
19405431, 5
19405454, -5
19405591, 5
19405609, -5
19409326, 5
19409338, -5
19411406, 3
19411411, -3
19411556, 3
19411607, -3
19417204, 2
19417222, -2
19417235, 2
19417255, -2
19417320, 2
19417330, -2
19417334, 2
19417359, -2
19417469, 2
19417518, -2
19417562, 2
19418859, -2
19451757, 5
19451788, -5
19451805, 5
19451841, -5
19451936, 5
19451971, -5
19452095, 5
19452100, -5
19452106, 5
19452158, -5
19459987, 3
19460021, -3
19467906, 5
19467934, -5
19468093, 5
19468158, -5
19493210, 3
19493223, -3
19493378, 3
19493406, -3
19505961, 5
19505993, -5
19505996, 5
19506048, -5
19506129, 5
19506176, -5
19587220, 6
19587234, -6
19616012, 5
19616016, -5
19616031, 5
19616040, -5
19634993, 3
19635000, -3
19635175, 3
19635214, -3
19651878, 6
19651883, -6
19668432, 3
19668442, -3
19668629, 3
19668646, -3
19715612, 3
19715616, -3
19715630, 3
19715633, -3
19752084, 3
19752088, -3
19752101, 3
19752126, -3
19752308, 3
19752423, -3
19752506, 3
19752637, -3
19774123, 3
19774127, -3
19774136, 3
19774155, -3
19774168, 3
19774174, -3
19774329, 3
19774433, -3
19774525, 3
19774557, -3
19774713, 3
19774759, -3
19774797, 3
19774838, -3
19779571, 5
19779673, -5
19779755, 5
19779762, -5
19779764, 5
19779781, -5
19779801, 5
19779851, -5
19779934, 5
19779995, -5
19781005, 6
19781007, -6
19796498, 3
19796499, -3
19796594, 3
19796625, -3
19796661, 3
19796700, -3
19796807, 3
19796916, -3
19796998, 3
19797091, -3
19848995, 5
19849004, -5
19849006, 5
19849027, -5
19849051, 5
19849103, -5
19849188, 5
19849195, -5
19849201, 5
19849209, -5
19849240, 5
19849262, -5
19849372, 5
19849378, -5
19859095, 5
19859233, -5
19859341, 5
19859347, -5
19859388, 5
19859394, -5
19859664, 5
19859706, -5
19859825, 5
19859899, -5
19859908, 5
19859919, -5
19881670, 5
19881681, -5
19881802, 5
19881836, -5
19881872, 5
19881893, -5
19881996, 5
19882031, -5
19882079, 5
19882091, -5
19882184, 5
19882257, -5
19882356, 5
19882465, -5
19882468, 5
19882469, -5
19889771, 5
19889777, -5
19889795, 5
19889807, -5
19889832, 5
19889835, -5
19889836, 5
19889837, -5
19890322, 5
19890360, -5
19890487, 5
19890586, -5
19928286, 3
19928293, -3
19928295, 3
19928318, -3
19928349, 3
19928368, -3
19928463, 3
19928474, -3
19928509, 3
19928544, -3
19928644, 3
19928670, -3
19978624, 5
19978645, -5
19991789, 3
19991815, -3
19991943, 3
19991959, -3
19992037, 3
19992041, -3
19996872, 5
19996896, -5
19996924, 5
19996936, -5
19997033, 5
19997121, -5
20005644, 3
20005714, -3
20011895, 6
20011904, -6
20011914, 6
20011927, -6
20021343, 3
20021439, -3
20034892, 3
20034898, -3
20034908, 3
20034953, -3
20035143, 3
20035150, -3
20035197, 3
20035204, -3
20035261, 3
20035284, -3
20035452, 3
20035499, -3
20058283, 3
20058290, -3
20058468, 3
20058474, -3
20058522, 3
20058532, -3
20058547, 3
20058555, -3
20066814, 5
20066843, -5
20066990, 5
20067025, -5
20067050, 5
20067060, -5
20067155, 5
20067196, -5
20077349, 5
20077353, -5
20077411, 5
20077417, -5
20077430, 5
20077501, -5
20077606, 5
20077669, -5
20077803, 5
20077837, -5
20077955, 5
20078043, -5
20079263, 3
20079270, -3
20079277, 3
20079297, -3
20079439, 3
20079470, -3
20079607, 3
20079643, -3
20087518, 5
20087523, -5
20087530, 5
20087547, -5
20087577, 5
20087604, -5
20087644, 5
20087646, -5
20087688, 5
20087728, -5
20092887, 5
20092986, -5
20093076, 5
20093083, -5
20093248, 5
20093250, -5
20093507, 5
20093512, -5
20093575, 5
20093606, -5
20093646, 5
20093652, -5
20096177, 3
20096182, -3
20104153, 5
20104157, -5
20104168, 5
20104251, -5
20104334, 5
20104374, -5
20104495, 5
20104497, -5
20104503, 5
20104560, -5
20111177, 5
20111301, -5
20111303, 5
20111309, -5
20111387, 5
20111464, -5
20111551, 5
20111628, -5
20111638, 5
20111639, -5
20247018, 5
20247023, -5
20247028, 5
20247124, -5
20247205, 5
20247248, -5
20247265, 5
20247273, -5
20270232, 3
20270235, -3
20270410, 3
20270434, -3
20284087, 5
20284133, -5
20284144, 5
20284172, -5
20284257, 5
20284290, -5
20284429, 5
20284469, -5
20293765, 3
20293770, -3
20293780, 3
20293797, -3
20306800, 5
20306817, -5
20306835, 5
20306852, -5
20306942, 5
20306981, -5
20306992, 5
20307016, -5
20307113, 5
20307151, -5
20335017, 6
20335043, -6
20335049, 6
20335083, -6
20335088, 6
20335106, -6
20335141, 6
20335249, -6
20358702, 5
20358724, -5
20358868, 5
20358886, -5
20358906, 5
20358939, -5
20359026, 5
20359032, -5
20359037, 5
20359058, -5
20388417, 6
20388433, -6
20388594, 6
20388605, -6
20401314, 1
20401336, -1
20401354, 1
20401358, -1
20401370, 1
20401371, -1
20409239, 3
20409245, -3
20409371, 3
20409376, -3
20409417, 3
20409453, -3
20409595, 3
20409630, -3
20428474, 5
20428562, -5
20428654, 5
20428725, -5
20428808, 5
20428811, -5
20428818, 5
20428871, -5
20441956, 3
20441965, -3
20442121, 3
20442156, -3
20442298, 3
20442328, -3
20456987, 5
20456989, -5
20457013, 5
20457019, -5
20457055, 5
20457071, -5
20457166, 5
20457201, -5
20457328, 5
20457333, -5
20457350, 5
20457394, -5
20470169, 6
20470185, -6
20470193, 6
20470300, -6
20470309, 6
20470310, -6
20470313, 6
20470319, -6
20470376, 6
20470390, -6
20470428, 6
20470436, -6
20470451, 6
20470456, -6
20503577, 5
20503612, -5
20503629, 5
20503671, -5
20503752, 5
20503787, -5
20515118, 3
20515126, -3
20515172, 3
20515178, -3
20515183, 3
20515212, -3
20523322, 5
20523327, -5
20523338, 5
20523351, -5
20523373, 5
20523400, -5
20523442, 5
20523443, -5
20523503, 5
20523516, -5
20523608, 5
20523610, -5
20523611, 5
20523612, -5
20537800, 6
20537809, -6
20537917, 6
20537918, -6
20547195, 5
20547202, -5
20547209, 5
20547231, -5
20547260, 5
20547276, -5
20547373, 5
20547381, -5
20547382, 5
20547402, -5
20547429, 5
20547435, -5
20562325, 3
20562333, -3
20562338, 3
20562353, -3
20562515, 3
20562523, -3
20562530, 3
20562554, -3
20570454, 5
20570457, -5
20570466, 5
20570539, -5
20570575, 5
20570577, -5
20570627, 5
20570668, -5
20570680, 5
20570693, -5
20570788, 5
20570802, -5
20570813, 5
20570865, -5
20588655, 5
20588672, -5
20588678, 5
20588710, -5
20588802, 5
20588811, -5
20588823, 5
20588884, -5
20588976, 5
20589010, -5
20603718, 5
20603755, -5
20603785, 5
20603801, -5
20603890, 5
20603927, -5
20603939, 5
20603954, -5
20604042, 5
20604050, -5
20604051, 5
20604079, -5
20616753, 5
20616757, -5
20616768, 5
20616790, -5
20616929, 5
20616932, -5
20616940, 5
20616955, -5
20616978, 5
20617013, -5
20617105, 5
20617109, -5
20617116, 5
20617141, -5
20617199, 5
20617210, -5
20624941, 3
20624949, -3
20624954, 3
20624966, -3
20625009, 3
20625044, -3
20625084, 3
20625090, -3
20625130, 3
20625135, -3
20625145, 3
20625164, -3
20625323, 3
20625329, -3
20633329, 5
20633342, -5
20633488, 5
20633523, -5
20633618, 5
20633652, -5
20640980, 5
20641011, -5
20641026, 5
20641070, -5
20641106, 5
20641108, -5
20641157, 5
20641198, -5
20641203, 5
20641239, -5
20641335, 5
20641373, -5
20641396, 5
20641403, -5
20648958, 5
20648988, -5
20649008, 5
20649041, -5
20649142, 5
20649159, -5
20649166, 5
20649203, -5
20656664, 5
20656689, -5
20656835, 5
20656905, -5
20656996, 5
20657028, -5
20657046, 5
20657053, -5
20677152, 5
20677160, -5
20677166, 5
20677191, -5
20677340, 5
20677349, -5
20677356, 5
20677387, -5
20677401, 5
20677413, -5
20677509, 5
20677547, -5
20677561, 5
20677575, -5
20677680, 5
20677738, -5
20694162, 5
20694166, -5
20694174, 5
20694245, -5
20694278, 5
20694280, -5
20694330, 5
20694365, -5
20694380, 5
20694395, -5
20702836, 3
20702862, -3
20702993, 3
20703001, -3
20703008, 3
20703025, -3
20703080, 3
20703138, -3
20715863, 5
20715869, -5
20715882, 5
20715890, -5
20715911, 5
20715934, -5
20716052, 5
20716057, -5
20716089, 5
20716092, -5
20716109, 5
20716111, -5
20725693, 5
20725700, -5
20725708, 5
20725724, -5
20725731, 5
20725776, -5
20725813, 5
20725815, -5
20725860, 5
20725909, -5
20734358, 5
20734372, -5
20734388, 5
20734424, -5
20734557, 5
20734592, -5
20734683, 5
20734722, -5
20734735, 5
20734745, -5
20742062, 5
20742089, -5
20742181, 5
20742182, -5
20742183, 5
20742184, -5
20742227, 5
20742233, -5
20742238, 5
20742315, -5
20742400, 5
20742450, -5
